188.939581 0.001126 1000.000000 8.154907e+10
187.040691 0.001427 1000.000000 1.033783e+11
185.141800 0.001809 1000.000000 1.310508e+11
183.242910 0.002294 1000.000000 1.661307e+11
181.344020 0.002908 1000.000000 2.106009e+11
179.445130 0.003686 1000.000000 2.669750e+11
177.546239 0.004673 1000.000000 3.384393e+11
175.647349 0.005923 1000.000000 4.290334e+11
173.748459 0.007509 1000.000000 5.438779e+11
171.849569 0.009519 1000.000000 6.894642e+11
169.950678 0.012067 1000.000000 8.740213e+11
168.051788 0.015297 1000.000000 1.107981e+12
166.152898 0.019392 1000.000000 1.404568e+12
164.254008 0.024583 1000.000000 1.780545e+12
162.355117 0.031164 1000.000000 2.257165e+12
160.456227 0.039506 1000.000000 2.861367e+12
158.557337 0.050081 1000.000000 3.627303e+12
156.658447 0.063486 1000.000000 4.598266e+12
154.759556 0.080480 1000.000000 5.829139e+12
152.860666 0.102024 1000.000000 7.389495e+12
150.961776 0.129334 1000.000000 9.367529e+12
149.062885 0.163954 1000.000000 1.187505e+13
147.163995 0.207841 1000.000000 1.505378e+13
145.265105 0.263477 1000.000000 1.908341e+13
143.366215 0.334005 1000.000000 2.419169e+13
141.467324 0.423411 1000.000000 3.066737e+13
139.568434 0.536751 1000.000000 3.887647e+13
137.669544 0.680430 1000.000000 4.928300e+13
135.770654 0.862568 1000.000000 6.247517e+13
133.871763 1.093462 1000.000000 7.919864e+13
131.972873 1.386163 1000.000000 1.003987e+14
130.073983 1.757213 1000.000000 1.272736e+14
128.175093 2.227587 1000.000000 1.613424e+14
126.276202 2.823872 1000.000000 2.045309e+14
124.377312 3.579772 1000.000000 2.592801e+14
122.478422 4.538012 1000.000000 3.286847e+14
120.579532 5.752756 1000.000000 4.166677e+14
118.680641 7.292665 1000.000000 5.282021e+14
116.781751 9.244779 1000.000000 6.695923e+14
114.882861 11.719440 1000.000000 8.488300e+14
112.983971 14.856522 1000.000000 1.076046e+15
111.085080 18.833344 1000.000000 1.364085e+15
109.186190 23.874690 1000.000000 1.729226e+15
107.287300 30.265514 1000.000000 2.192108e+15
105.388409 38.367045 1000.000000 2.778896e+15
103.489519 48.637209 1000.000000 3.522756e+15
101.590629 61.656511 1000.000000 4.465734e+15
99.691739 78.160845 1000.000000 5.661130e+15
97.792848 99.083091 1000.000000 7.176512e+15
95.893958 125.605845 1000.000000 9.097535e+15
93.995068 159.228259 1000.000000 1.153278e+16
92.096178 201.850787 1000.000000 1.461990e+16
90.197287 255.882596 1000.000000 1.853338e+16
88.298397 324.377743 1000.000000 2.349443e+16
86.399507 411.207803 1000.000000 2.978347e+16
84.500617 521.280702 1000.000000 3.775596e+16
82.601726 660.818127 1000.000000 4.786255e+16
80.702836 837.707199 1000.000000 6.067449e+16
78.803946 1061.946279 1000.000000 7.691595e+16
76.905056 1346.210109 1000.000000 9.750497e+16
75.006165 1706.566230 1000.000000 1.236053e+17
73.107275 2163.383173 1000.000000 1.566922e+17
71.208385 2742.481757 1000.000000 1.986359e+17
69.309495 3476.594568 1000.000000 2.518071e+17
67.410604 4407.216113 1000.000000 3.192113e+17
65.511714 5586.948231 1000.000000 4.046584e+17
63.612824 7082.473319 1000.000000 5.129781e+17
61.713933 8978.323450 1000.000000 6.502931e+17
59.815043 11381.658403 1000.000000 8.243648e+17
57.916153 14428.322697 1000.000000 1.045032e+18
56.017263 18290.523971 1000.000000 1.324769e+18
54.118372 23186.566738 1000.000000 1.679385e+18
52.219482 29393.191684 1000.000000 2.128926e+18
50.320592 37261.217978 1000.000000 2.698801e+18
48.421702 47235.372739 1000.000000 3.421222e+18
46.522811 59879.428503 1000.000000 4.337021e+18
44.623921 75908.069522 1000.000000 5.497963e+18
42.725031 96227.288114 1000.000000 6.969669e+18
40.826141 121985.594364 1000.000000 8.835323e+18
38.927250 154638.933758 1000.000000 1.120038e+19
37.028360 196032.982079 1000.000000 1.419852e+19
35.129470 248507.469167 1000.000000 1.799921e+19
33.230580 315028.428260 1000.000000 2.281727e+19
31.331689 399355.846104 1000.000000 2.892504e+19
29.432799 506256.189950 1000.000000 3.666775e+19
27.533909 641771.824211 1000.000000 4.648304e+19
25.635019 813562.545065 1000.000000 5.892571e+19
23.736128 1031338.537721 1000.000000 7.469906e+19
21.837238 1307409.228512 1000.000000 9.469465e+19
19.938348 1657379.054771 1000.000000 1.200427e+20
18.039457 2101029.479745 1000.000000 1.521760e+20
16.140567 2663437.106949 1000.000000 1.929107e+20
14.241677 3376391.093538 1000.000000 2.445494e+20
12.342787 4280189.979625 1000.000000 3.100109e+20
10.443896 5425919.496336 1000.000000 3.929952e+20
8.545006 6878340.101927 1000.000000 4.981929e+20
6.646116 8719547.459139 1000.000000 6.315501e+20
4.747226 11053612.756206 1000.000000 8.006047e+20
2.848335 14012465.157937 1000.000000 1.014912e+21
0.949445 17763348.882668 1000.000000 1.286586e+21
